country_code,indicator,subject,measure,frequency,time,value
AUS,WAGELEVEL,LPAY,PC,A,2013,15.8805478699985
AUS,WAGELEVEL,LPAY,PC,A,2014,14.7529983912524
AUS,WAGELEVEL,LPAY,PC,A,2015,15.4360905221714
AUS,WAGELEVEL,LPAY,PC,A,2016,15.632662037025
AUS,WAGELEVEL,LPAY,PC,A,2017,15.0616443644929
AUS,WAGELEVEL,LPAY,PC,A,2018,15.4324258284697
AUS,WAGELEVEL,LPAY,PC,A,2019,15.4576924077978
AUT,WAGELEVEL,LPAY,PC,A,2004,15.1530881469905
AUT,WAGELEVEL,LPAY,PC,A,2005,15.2759616418695
AUT,WAGELEVEL,LPAY,PC,A,2006,15.789915057348
AUT,WAGELEVEL,LPAY,PC,A,2007,16.1934824786558
AUT,WAGELEVEL,LPAY,PC,A,2008,15.8655557860972
AUT,WAGELEVEL,LPAY,PC,A,2009,16.0218084986964
AUT,WAGELEVEL,LPAY,PC,A,2010,16.4701128031366
AUT,WAGELEVEL,LPAY,PC,A,2011,16.0763005791486
AUT,WAGELEVEL,LPAY,PC,A,2012,16.0727266833728
AUT,WAGELEVEL,LPAY,PC,A,2013,15.8536380532999
AUT,WAGELEVEL,LPAY,PC,A,2014,15.8869886861039
AUT,WAGELEVEL,LPAY,PC,A,2015,15.8611061647495
AUT,WAGELEVEL,LPAY,PC,A,2016,15.4306909837204
AUT,WAGELEVEL,LPAY,PC,A,2017,15.1370649130179
AUT,WAGELEVEL,LPAY,PC,A,2018,14.9266828183379
AUT,WAGELEVEL,LPAY,PC,A,2019,14.7446410862766
AUT,WAGELEVEL,LPAY,PC,A,2020,14.6743424195433
AUT,WAGELEVEL,LPAY,PC,A,2021,14.9569576909318
AUT,WAGELEVEL,HPAY,PC,A,2004,19.6780539285953
AUT,WAGELEVEL,HPAY,PC,A,2005,20.0000201017349
AUT,WAGELEVEL,HPAY,PC,A,2006,20.2032311752137
AUT,WAGELEVEL,HPAY,PC,A,2007,20.3799333095786
AUT,WAGELEVEL,HPAY,PC,A,2008,20.455820742326
AUT,WAGELEVEL,HPAY,PC,A,2009,20.7936255384528
AUT,WAGELEVEL,HPAY,PC,A,2010,20.7341335374644
AUT,WAGELEVEL,HPAY,PC,A,2011,20.7264482690341
AUT,WAGELEVEL,HPAY,PC,A,2012,20.8531018048676
AUT,WAGELEVEL,HPAY,PC,A,2013,20.7018643406519
AUT,WAGELEVEL,HPAY,PC,A,2014,20.7778648867229
AUT,WAGELEVEL,HPAY,PC,A,2015,20.9069173878462
AUT,WAGELEVEL,HPAY,PC,A,2016,20.9486286942175
AUT,WAGELEVEL,HPAY,PC,A,2017,20.7899879587043
AUT,WAGELEVEL,HPAY,PC,A,2018,20.8102233823954
AUT,WAGELEVEL,HPAY,PC,A,2019,20.6072527416642
AUT,WAGELEVEL,HPAY,PC,A,2020,20.6248576069142
AUT,WAGELEVEL,HPAY,PC,A,2021,20.3948199733399
BEL,WAGELEVEL,LPAY,PC,A,2004,6.29874025194961
BEL,WAGELEVEL,LPAY,PC,A,2005,6.6993300669933
BEL,WAGELEVEL,LPAY,PC,A,2006,6.2993700629937
BEL,WAGELEVEL,LPAY,PC,A,2007,5.6005600560056
BEL,WAGELEVEL,LPAY,PC,A,2008,3.99988000359989
BEL,WAGELEVEL,LPAY,PC,A,2009,3.7
BEL,WAGELEVEL,LPAY,PC,A,2010,4.3
BEL,WAGELEVEL,LPAY,PC,A,2011,5.4
BEL,WAGELEVEL,LPAY,PC,A,2012,6.0
BEL,WAGELEVEL,LPAY,PC,A,2013,4.60013203955377
BEL,WAGELEVEL,LPAY,PC,A,2014,3.4
BEL,WAGELEVEL,LPAY,PC,A,2015,4.6
BEL,WAGELEVEL,LPAY,PC,A,2016,4.1
BEL,WAGELEVEL,LPAY,PC,A,2017,5.5
BEL,WAGELEVEL,LPAY,PC,A,2018,9.2
BEL,WAGELEVEL,LPAY,PC,A,2019,11.5
BEL,WAGELEVEL,LPAY,PC,A,2020,12.0
BEL,WAGELEVEL,HPAY,PC,A,1999,10.6
BEL,WAGELEVEL,HPAY,PC,A,2000,11.6011601160116
BEL,WAGELEVEL,HPAY,PC,A,2001,11.001100110011
BEL,WAGELEVEL,HPAY,PC,A,2002,10.6989301069893
BEL,WAGELEVEL,HPAY,PC,A,2003,12.4
BEL,WAGELEVEL,HPAY,PC,A,2004,12.6974605078984
BEL,WAGELEVEL,HPAY,PC,A,2005,13.3986601339866
BEL,WAGELEVEL,HPAY,PC,A,2006,12.7987201279872
BEL,WAGELEVEL,HPAY,PC,A,2007,11.4011401140114
BEL,WAGELEVEL,HPAY,PC,A,2008,11.1996640100797
BEL,WAGELEVEL,HPAY,PC,A,2009,11.7
BEL,WAGELEVEL,HPAY,PC,A,2010,13.1
BEL,WAGELEVEL,HPAY,PC,A,2011,13.8
BEL,WAGELEVEL,HPAY,PC,A,2012,13.4
BEL,WAGELEVEL,HPAY,PC,A,2013,13.8
BEL,WAGELEVEL,HPAY,PC,A,2014,12.9
BEL,WAGELEVEL,HPAY,PC,A,2015,13.5
BEL,WAGELEVEL,HPAY,PC,A,2016,13.9
BEL,WAGELEVEL,HPAY,PC,A,2017,13.8
BEL,WAGELEVEL,HPAY,PC,A,2018,11.9
BEL,WAGELEVEL,HPAY,PC,A,2019,12.6
BEL,WAGELEVEL,HPAY,PC,A,2020,12.7
CAN,WAGELEVEL,LPAY,PC,A,1997,21.880982179649
CAN,WAGELEVEL,LPAY,PC,A,1998,21.177603252845
CAN,WAGELEVEL,LPAY,PC,A,1999,23.0643019142477
CAN,WAGELEVEL,LPAY,PC,A,2000,23.250933612223
CAN,WAGELEVEL,LPAY,PC,A,2001,22.0236714127944
CAN,WAGELEVEL,LPAY,PC,A,2002,22.382220241102
CAN,WAGELEVEL,LPAY,PC,A,2003,22.0068583129789
CAN,WAGELEVEL,LPAY,PC,A,2004,22.4001299715378
CAN,WAGELEVEL,LPAY,PC,A,2005,21.3412406984552
CAN,WAGELEVEL,LPAY,PC,A,2006,22.5012407222861
CAN,WAGELEVEL,LPAY,PC,A,2007,22.0087817062064
CAN,WAGELEVEL,LPAY,PC,A,2008,22.1184321748919
CAN,WAGELEVEL,LPAY,PC,A,2009,20.6307930173176
CAN,WAGELEVEL,LPAY,PC,A,2010,21.2076834099696
CAN,WAGELEVEL,LPAY,PC,A,2011,21.5951235887348
CAN,WAGELEVEL,LPAY,PC,A,2012,21.8497443195449
CAN,WAGELEVEL,LPAY,PC,A,2013,20.9601247133061
CAN,WAGELEVEL,LPAY,PC,A,2014,22.4454281498186
CAN,WAGELEVEL,LPAY,PC,A,2015,22.1803473660353
CAN,WAGELEVEL,LPAY,PC,A,2016,22.3428150427257
CAN,WAGELEVEL,LPAY,PC,A,2017,22.0107809846944
CAN,WAGELEVEL,LPAY,PC,A,2018,20.6792952745909
CAN,WAGELEVEL,LPAY,PC,A,2019,19.3774776501261
CAN,WAGELEVEL,LPAY,PC,A,2020,18.6743125446917
CAN,WAGELEVEL,LPAY,PC,A,2021,19.543631583376
CAN,WAGELEVEL,HPAY,PC,A,1997,19.5781513281618
CAN,WAGELEVEL,HPAY,PC,A,1998,20.6322715636815
CAN,WAGELEVEL,HPAY,PC,A,1999,20.4705210382526
CAN,WAGELEVEL,HPAY,PC,A,2000,20.4231113826294
CAN,WAGELEVEL,HPAY,PC,A,2001,20.1478086766028
CAN,WAGELEVEL,HPAY,PC,A,2002,19.7413003303652
CAN,WAGELEVEL,HPAY,PC,A,2003,20.4082809217653
CAN,WAGELEVEL,HPAY,PC,A,2004,20.7262585522156
CAN,WAGELEVEL,HPAY,PC,A,2005,20.5459998354381
CAN,WAGELEVEL,HPAY,PC,A,2006,21.5631143352333
CAN,WAGELEVEL,HPAY,PC,A,2007,22.3066484364668
CAN,WAGELEVEL,HPAY,PC,A,2008,21.4859287944327
CAN,WAGELEVEL,HPAY,PC,A,2009,22.1300558192506
CAN,WAGELEVEL,HPAY,PC,A,2010,21.4166557885355
CAN,WAGELEVEL,HPAY,PC,A,2011,22.2926488279651
CAN,WAGELEVEL,HPAY,PC,A,2012,22.0635419954674
CAN,WAGELEVEL,HPAY,PC,A,2013,23.1437563007447
CAN,WAGELEVEL,HPAY,PC,A,2014,22.4292113918602
CAN,WAGELEVEL,HPAY,PC,A,2015,22.8758506653392
CAN,WAGELEVEL,HPAY,PC,A,2016,22.3163248328948
CAN,WAGELEVEL,HPAY,PC,A,2017,22.5056582544189
CAN,WAGELEVEL,HPAY,PC,A,2018,22.1761150545507
CAN,WAGELEVEL,HPAY,PC,A,2019,22.6855205722467
CAN,WAGELEVEL,HPAY,PC,A,2020,21.603937512881
CAN,WAGELEVEL,HPAY,PC,A,2021,20.7086011498848
CZE,WAGELEVEL,LPAY,PC,A,1996,16.9542109863328
CZE,WAGELEVEL,LPAY,PC,A,1997,17.1497902122456
CZE,WAGELEVEL,LPAY,PC,A,1999,17.6252438968093
CZE,WAGELEVEL,LPAY,PC,A,2001,17.4444417121084
CZE,WAGELEVEL,LPAY,PC,A,2002,18.3923204731658
CZE,WAGELEVEL,LPAY,PC,A,2003,19.0362273006795
CZE,WAGELEVEL,LPAY,PC,A,2004,19.6798782864496
CZE,WAGELEVEL,LPAY,PC,A,2005,20.0310956263525
CZE,WAGELEVEL,LPAY,PC,A,2006,19.7384172731667
CZE,WAGELEVEL,LPAY,PC,A,2007,19.6564655661961
CZE,WAGELEVEL,LPAY,PC,A,2008,19.7032947461146
CZE,WAGELEVEL,LPAY,PC,A,2009,20.042805677142
CZE,WAGELEVEL,LPAY,PC,A,2010,20.1832924309899
CZE,WAGELEVEL,LPAY,PC,A,2011,20.1530632397961
CZE,WAGELEVEL,LPAY,PC,A,2012,19.7500015800001
CZE,WAGELEVEL,LPAY,PC,A,2013,19.9500021945002
CZE,WAGELEVEL,LPAY,PC,A,2014,20.2600020260002
CZE,WAGELEVEL,LPAY,PC,A,2015,20.6500022715002
CZE,WAGELEVEL,LPAY,PC,A,2016,19.7600017784002
CZE,WAGELEVEL,LPAY,PC,A,2017,19.8700023844003
CZE,WAGELEVEL,LPAY,PC,A,2018,19.6800025584003
CZE,WAGELEVEL,LPAY,PC,A,2019,18.36
CZE,WAGELEVEL,LPAY,PC,A,2020,17.77
CZE,WAGELEVEL,LPAY,PC,A,2021,17.25
CZE,WAGELEVEL,LPAY,PC,A,2022,17.34
DNK,WAGELEVEL,LPAY,PC,A,2002,7.36122849771702
DNK,WAGELEVEL,LPAY,PC,A,2003,7.46181612589425
DNK,WAGELEVEL,LPAY,PC,A,2004,6.67957688875175
DNK,WAGELEVEL,LPAY,PC,A,2005,6.4025518213725
DNK,WAGELEVEL,LPAY,PC,A,2006,7.57261291359087
DNK,WAGELEVEL,LPAY,PC,A,2007,7.83927659106981
DNK,WAGELEVEL,LPAY,PC,A,2008,7.88824572304625
DNK,WAGELEVEL,LPAY,PC,A,2009,7.27732446593039
DNK,WAGELEVEL,LPAY,PC,A,2010,7.57778967074395
DNK,WAGELEVEL,LPAY,PC,A,2011,7.49137798746154
DNK,WAGELEVEL,LPAY,PC,A,2012,7.57251517367582
DNK,WAGELEVEL,LPAY,PC,A,2013,7.88625962900836
DNK,WAGELEVEL,LPAY,PC,A,2014,8.41933543002542
DNK,WAGELEVEL,LPAY,PC,A,2015,8.23666335549489
DNK,WAGELEVEL,LPAY,PC,A,2016,8.23258267523412
DNK,WAGELEVEL,LPAY,PC,A,2017,8.51944995079203
DNK,WAGELEVEL,LPAY,PC,A,2018,8.72529216888955
DNK,WAGELEVEL,LPAY,PC,A,2021,9.54
FIN,WAGELEVEL,LPAY,PC,A,2001,4.60413920379647
FIN,WAGELEVEL,LPAY,PC,A,2002,7.28614371650907
FIN,WAGELEVEL,LPAY,PC,A,2003,6.41170216655543
FIN,WAGELEVEL,LPAY,PC,A,2004,6.95710634285442
FIN,WAGELEVEL,LPAY,PC,A,2005,6.91340131252389
FIN,WAGELEVEL,LPAY,PC,A,2006,7.4813619093954
FIN,WAGELEVEL,LPAY,PC,A,2007,7.90949645911956
FIN,WAGELEVEL,LPAY,PC,A,2008,8.47315837603835
FIN,WAGELEVEL,LPAY,PC,A,2009,8.48211949443856
FIN,WAGELEVEL,LPAY,PC,A,2010,8.12301878027834
FIN,WAGELEVEL,LPAY,PC,A,2011,9.27104253736019
FIN,WAGELEVEL,LPAY,PC,A,2012,8.91338023164926
FIN,WAGELEVEL,LPAY,PC,A,2013,9.07225222869386
FIN,WAGELEVEL,LPAY,PC,A,2014,8.44907407407407
FIN,WAGELEVEL,LPAY,PC,A,2015,7.76817579982511
FIN,WAGELEVEL,LPAY,PC,A,2016,7.07586810853079
FIN,WAGELEVEL,LPAY,PC,A,2017,7.55308566616365
FIN,WAGELEVEL,LPAY,PC,A,2018,7.31696261103491
FIN,WAGELEVEL,LPAY,PC,A,2019,8.62715571672965
FIN,WAGELEVEL,LPAY,PC,A,2021,8.35929361939368
FIN,WAGELEVEL,HPAY,PC,A,2001,15.8565105735796
FIN,WAGELEVEL,HPAY,PC,A,2002,15.9578155661919
FIN,WAGELEVEL,HPAY,PC,A,2003,15.8652994830406
FIN,WAGELEVEL,HPAY,PC,A,2004,15.3026000838943
FIN,WAGELEVEL,HPAY,PC,A,2005,16.2953532781668
FIN,WAGELEVEL,HPAY,PC,A,2006,16.0653451034762
FIN,WAGELEVEL,HPAY,PC,A,2007,16.7871535104863
FIN,WAGELEVEL,HPAY,PC,A,2008,16.5132748927306
FIN,WAGELEVEL,HPAY,PC,A,2009,16.6847089044424
FIN,WAGELEVEL,HPAY,PC,A,2010,17.1581692562012
FIN,WAGELEVEL,HPAY,PC,A,2011,16.8961883422277
FIN,WAGELEVEL,HPAY,PC,A,2012,16.3697150572017
FIN,WAGELEVEL,HPAY,PC,A,2013,15.9206865987975
FIN,WAGELEVEL,HPAY,PC,A,2014,16.5631323827004
FIN,WAGELEVEL,HPAY,PC,A,2015,17.045943990127
FIN,WAGELEVEL,HPAY,PC,A,2016,16.5926185617283
FIN,WAGELEVEL,HPAY,PC,A,2017,17.3007415320097
FIN,WAGELEVEL,HPAY,PC,A,2018,16.9503685072218
FIN,WAGELEVEL,HPAY,PC,A,2019,16.9999108202292
FIN,WAGELEVEL,HPAY,PC,A,2021,17.1674632323403
DEU,WAGELEVEL,LPAY,PC,A,1992,20.8478302000736
DEU,WAGELEVEL,LPAY,PC,A,1993,16.5457552233573
DEU,WAGELEVEL,LPAY,PC,A,1994,14.5083939380005
DEU,WAGELEVEL,LPAY,PC,A,1995,13.5554760695159
DEU,WAGELEVEL,LPAY,PC,A,1996,13.776317212292
DEU,WAGELEVEL,LPAY,PC,A,1997,14.1015683697079
DEU,WAGELEVEL,LPAY,PC,A,1998,15.2114979646625
DEU,WAGELEVEL,LPAY,PC,A,1999,15.5136088322748
DEU,WAGELEVEL,LPAY,PC,A,2000,15.6492063492311
DEU,WAGELEVEL,LPAY,PC,A,2001,16.410454111574
DEU,WAGELEVEL,LPAY,PC,A,2002,17.3299578020333
DEU,WAGELEVEL,LPAY,PC,A,2003,17.309779571646
DEU,WAGELEVEL,LPAY,PC,A,2004,17.5733649730773
DEU,WAGELEVEL,LPAY,PC,A,2005,17.3687259215329
DEU,WAGELEVEL,LPAY,PC,A,2006,18.2359837686858
DEU,WAGELEVEL,LPAY,PC,A,2007,17.7213154309792
DEU,WAGELEVEL,LPAY,PC,A,2008,17.290333938249
DEU,WAGELEVEL,LPAY,PC,A,2009,19.0390593855356
DEU,WAGELEVEL,LPAY,PC,A,2010,18.9309608698091
DEU,WAGELEVEL,LPAY,PC,A,2011,18.9015692074557
DEU,WAGELEVEL,LPAY,PC,A,2012,19.1009332196592
DEU,WAGELEVEL,LPAY,PC,A,2013,18.6147400653747
DEU,WAGELEVEL,LPAY,PC,A,2014,18.0118112042262
DEU,WAGELEVEL,LPAY,PC,A,2015,19.2298780101348
DEU,WAGELEVEL,LPAY,PC,A,2016,18.8304442652242
DEU,WAGELEVEL,LPAY,PC,A,2017,17.1659917908913
DEU,WAGELEVEL,LPAY,PC,A,2018,17.6344353557663
DEU,WAGELEVEL,LPAY,PC,A,2019,17.7660707938287
DEU,WAGELEVEL,LPAY,PC,A,2020,17.4517417493025
DEU,WAGELEVEL,LPAY,PC,A,2021,16.2956952115792
DEU,WAGELEVEL,HPAY,PC,A,1992,16.765799246067
DEU,WAGELEVEL,HPAY,PC,A,1993,17.2209361177012
DEU,WAGELEVEL,HPAY,PC,A,1994,15.5381154816345
DEU,WAGELEVEL,HPAY,PC,A,1995,16.6994608772034
DEU,WAGELEVEL,HPAY,PC,A,1996,16.6199456814864
DEU,WAGELEVEL,HPAY,PC,A,1997,15.7503879800691
DEU,WAGELEVEL,HPAY,PC,A,1998,17.0152082448036
DEU,WAGELEVEL,HPAY,PC,A,1999,17.2709621873573
DEU,WAGELEVEL,HPAY,PC,A,2000,16.0928364208373
DEU,WAGELEVEL,HPAY,PC,A,2001,15.9279308715239
DEU,WAGELEVEL,HPAY,PC,A,2002,16.0032383443646
DEU,WAGELEVEL,HPAY,PC,A,2003,15.9437013135814
DEU,WAGELEVEL,HPAY,PC,A,2004,17.0158451102033
DEU,WAGELEVEL,HPAY,PC,A,2005,16.281740916805
DEU,WAGELEVEL,HPAY,PC,A,2006,17.9755659724432
DEU,WAGELEVEL,HPAY,PC,A,2007,16.608397795376
DEU,WAGELEVEL,HPAY,PC,A,2008,17.2444952014541
DEU,WAGELEVEL,HPAY,PC,A,2009,16.9111820148516
DEU,WAGELEVEL,HPAY,PC,A,2010,17.1857078733881
DEU,WAGELEVEL,HPAY,PC,A,2011,18.7883136699658
DEU,WAGELEVEL,HPAY,PC,A,2012,18.3624547115868
DEU,WAGELEVEL,HPAY,PC,A,2013,18.917006170157
DEU,WAGELEVEL,HPAY,PC,A,2014,18.7119132231636
DEU,WAGELEVEL,HPAY,PC,A,2015,20.0577150646645
DEU,WAGELEVEL,HPAY,PC,A,2016,18.3385266403407
DEU,WAGELEVEL,HPAY,PC,A,2017,19.1509283666767
DEU,WAGELEVEL,HPAY,PC,A,2018,18.9828919553293
DEU,WAGELEVEL,HPAY,PC,A,2019,17.767710774759
DEU,WAGELEVEL,HPAY,PC,A,2020,17.9523444108656
DEU,WAGELEVEL,HPAY,PC,A,2021,18.3306662981203
GRC,WAGELEVEL,LPAY,PC,A,2002,12.3333333333333
GRC,WAGELEVEL,LPAY,PC,A,2006,15.7777777777777
GRC,WAGELEVEL,LPAY,PC,A,2010,12.547619047619
GRC,WAGELEVEL,LPAY,PC,A,2014,15.9607843137254
GRC,WAGELEVEL,LPAY,PC,A,2018,16.4285714285714
GRC,WAGELEVEL,LPAY,PC,A,2019,15.8258168369903
GRC,WAGELEVEL,LPAY,PC,A,2020,12.1113601708027
GRC,WAGELEVEL,HPAY,PC,A,2002,26.999120750293
GRC,WAGELEVEL,HPAY,PC,A,2006,20.9997012547301
GRC,WAGELEVEL,HPAY,PC,A,2010,18.9989990335496
GRC,WAGELEVEL,HPAY,PC,A,2014,20.9997567353889
GRC,WAGELEVEL,HPAY,PC,A,2018,25.9999731364362
GRC,WAGELEVEL,HPAY,PC,A,2019,26.579663138492
GRC,WAGELEVEL,HPAY,PC,A,2020,28.1321657583379
HUN,WAGELEVEL,LPAY,PC,A,1986,13.1102017440757
HUN,WAGELEVEL,LPAY,PC,A,1989,16.3530822020245
HUN,WAGELEVEL,LPAY,PC,A,1992,19.4
HUN,WAGELEVEL,LPAY,PC,A,1993,19.22
HUN,WAGELEVEL,LPAY,PC,A,1994,20.78
HUN,WAGELEVEL,LPAY,PC,A,1995,19.94
HUN,WAGELEVEL,LPAY,PC,A,1996,21.0055823613112
HUN,WAGELEVEL,LPAY,PC,A,1997,21.8678805124363
HUN,WAGELEVEL,LPAY,PC,A,1998,21.9976953312571
HUN,WAGELEVEL,LPAY,PC,A,1999,22.6714076786994
HUN,WAGELEVEL,LPAY,PC,A,2000,23.41
HUN,WAGELEVEL,LPAY,PC,A,2001,21.74
HUN,WAGELEVEL,LPAY,PC,A,2002,21.67
HUN,WAGELEVEL,LPAY,PC,A,2003,22.69
HUN,WAGELEVEL,LPAY,PC,A,2004,22.95
HUN,WAGELEVEL,LPAY,PC,A,2005,23.09
HUN,WAGELEVEL,LPAY,PC,A,2006,23.11
HUN,WAGELEVEL,LPAY,PC,A,2007,21.16
HUN,WAGELEVEL,LPAY,PC,A,2008,20.79
HUN,WAGELEVEL,LPAY,PC,A,2009,21.79
HUN,WAGELEVEL,LPAY,PC,A,2010,21.0
HUN,WAGELEVEL,LPAY,PC,A,2011,19.99
HUN,WAGELEVEL,LPAY,PC,A,2012,17.39
HUN,WAGELEVEL,LPAY,PC,A,2013,16.81
HUN,WAGELEVEL,LPAY,PC,A,2014,18.65
HUN,WAGELEVEL,LPAY,PC,A,2015,19.78
HUN,WAGELEVEL,LPAY,PC,A,2016,19.55
HUN,WAGELEVEL,LPAY,PC,A,2017,15.72
HUN,WAGELEVEL,LPAY,PC,A,2018,15.97
HUN,WAGELEVEL,LPAY,PC,A,2019,20.2640643336244
HUN,WAGELEVEL,LPAY,PC,A,2020,19.8492493776121
HUN,WAGELEVEL,LPAY,PC,A,2021,21.04
ISL,WAGELEVEL,LPAY,PC,A,2002,7.38572775856649
ISL,WAGELEVEL,LPAY,PC,A,2006,7.33333333333333
ISL,WAGELEVEL,LPAY,PC,A,2010,6.45098039215686
ISL,WAGELEVEL,LPAY,PC,A,2014,8.22549019607843
ISL,WAGELEVEL,LPAY,PC,A,2018,7.5986394557823
ISL,WAGELEVEL,HPAY,PC,A,2002,24.9986753386284
ISL,WAGELEVEL,HPAY,PC,A,2006,26.9998944001931
ISL,WAGELEVEL,HPAY,PC,A,2010,21.999874520489
ISL,WAGELEVEL,HPAY,PC,A,2014,20.9981533617897
ISL,WAGELEVEL,HPAY,PC,A,2018,20.9986535631992
IRL,WAGELEVEL,LPAY,PC,A,2002,16.4615384615384
IRL,WAGELEVEL,LPAY,PC,A,2006,18.094017094017
IRL,WAGELEVEL,LPAY,PC,A,2010,17.7154471544715
IRL,WAGELEVEL,LPAY,PC,A,2014,17.020202020202
IRL,WAGELEVEL,LPAY,PC,A,2018,14.9027777777777
IRL,WAGELEVEL,LPAY,PC,A,2019,17.9795540804576
ITA,WAGELEVEL,LPAY,PC,A,2002,5.66666666666666
ITA,WAGELEVEL,LPAY,PC,A,2006,8.18055555555555
ITA,WAGELEVEL,LPAY,PC,A,2010,8.14492753623188
ITA,WAGELEVEL,LPAY,PC,A,2014,4.64957264957264
ITA,WAGELEVEL,LPAY,PC,A,2018,3.71171171171171
ITA,WAGELEVEL,LPAY,PC,A,2019,3.31948634584605
ITA,WAGELEVEL,LPAY,PC,A,2020,3.638291456823
ITA,WAGELEVEL,HPAY,PC,A,2002,17.9992955365193
ITA,WAGELEVEL,HPAY,PC,A,2006,18.9989629117487
ITA,WAGELEVEL,HPAY,PC,A,2010,17.9996978330311
ITA,WAGELEVEL,HPAY,PC,A,2014,18.9999474236601
ITA,WAGELEVEL,HPAY,PC,A,2018,18.9999283851775
ITA,WAGELEVEL,HPAY,PC,A,2019,20.4785428789948
ITA,WAGELEVEL,HPAY,PC,A,2020,21.0009125402914
JPN,WAGELEVEL,LPAY,PC,A,1975,18.8192247838909
JPN,WAGELEVEL,LPAY,PC,A,1976,15.9624754563304
JPN,WAGELEVEL,LPAY,PC,A,1977,16.9024058567566
JPN,WAGELEVEL,LPAY,PC,A,1978,17.0346741443463
JPN,WAGELEVEL,LPAY,PC,A,1979,17.9264946050996
JPN,WAGELEVEL,LPAY,PC,A,1980,18.302549865202
JPN,WAGELEVEL,LPAY,PC,A,1981,18.576962161813
JPN,WAGELEVEL,LPAY,PC,A,1982,18.7885229691645
JPN,WAGELEVEL,LPAY,PC,A,1983,18.5414930487043
JPN,WAGELEVEL,LPAY,PC,A,1984,18.6501775205197
JPN,WAGELEVEL,LPAY,PC,A,1985,18.8272583776495
JPN,WAGELEVEL,LPAY,PC,A,1986,18.6465754003174
JPN,WAGELEVEL,LPAY,PC,A,1987,18.4432103271592
JPN,WAGELEVEL,LPAY,PC,A,1988,18.2257139535951
JPN,WAGELEVEL,LPAY,PC,A,1989,18.031300324305
JPN,WAGELEVEL,LPAY,PC,A,1990,17.6231595670283
JPN,WAGELEVEL,LPAY,PC,A,1991,17.0774825281095
JPN,WAGELEVEL,LPAY,PC,A,1992,16.0731185124711
JPN,WAGELEVEL,LPAY,PC,A,1993,15.8838443220808
JPN,WAGELEVEL,LPAY,PC,A,1994,15.5398181000515
JPN,WAGELEVEL,LPAY,PC,A,1995,15.3561965983311
JPN,WAGELEVEL,LPAY,PC,A,1996,15.3240651933218
JPN,WAGELEVEL,LPAY,PC,A,1997,15.1552341401151
JPN,WAGELEVEL,LPAY,PC,A,1998,14.7390748439868
JPN,WAGELEVEL,LPAY,PC,A,1999,14.5809688060692
JPN,WAGELEVEL,LPAY,PC,A,2000,14.5672018123413
JPN,WAGELEVEL,LPAY,PC,A,2001,14.5607890780324
JPN,WAGELEVEL,LPAY,PC,A,2002,14.4346853436161
JPN,WAGELEVEL,LPAY,PC,A,2003,14.4352889766612
